cycle, line, pc, inst, gpio_8, gpio_9, gpio_10, gpio_12, gpio_16, gpio_17, irq, x, y, isr_bitctr, isr, osr_bitctr, osr, txfifo_num, txfifo[0], txfifo[1], txfifo[2], txfifo[3], rxfifo_num, rxfifo[0], rxfifo[1], rxfifo[2], rxfifo[3]
144, 7, 0x04, "mov x !osr side 0x04 [1]", 0, 0, 1, 1, 1, 0, 0x00, 0xffff7ffb, 0x00000001, 0, 0x00000000, 0, 0x00008004, 1, 0x00008005, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
145, 8, 0x05, "delay", 0, 0, 1, 1, 1, 0, 0x00, 0xffff7ffb, 0x00000001, 0, 0x00000000, 0, 0x00008004, 1, 0x00008005, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
146, 8, 0x05, "out pins 0x01 side 0x00", 0, 0, 0, 0, 1, 0, 0x00, 0xffff7ffb, 0x00000001, 0, 0x00000000, 1, 0x00004002, 1, 0x00008005, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
147, 9, 0x06, "in x 0x20", 0, 0, 0, 0, 1, 0, 0x00, 0xffff7ffb, 0x00000001, 32, 0xffff7ffb, 1, 0x00004002, 1, 0x00008005, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
148, 10, 0x07, "push block side 0x05", 1, 0, 1, 0, 1, 0, 0x00, 0xffff7ffb, 0x00000001, 0, 0x00000000, 1, 0x00004002, 1, 0x00008005, 0x00000000, 0x00000000, 0x00000000, 1, 0xffff7ffb, 0x00000000, 0x00000000, 0x00000000
149, 11, 0x08, "jmp y-- loop_top side 0x00", 0, 0, 0, 0, 1, 0, 0x00, 0xffff7ffb, 0x00000000, 0, 0x00000000, 1, 0x00004002, 1, 0x00008005, 0x00000000, 0x00000000, 0x00000000, 1, 0xffff7ffb, 0x00000000, 0x00000000, 0x00000000
150, 6, 0x03, "pull block side 0x03", 1, 1, 0, 0, 1, 0, 0x00, 0xffff7ffb, 0x00000000, 0, 0x00000000, 0, 0x00008005, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffff7ffb, 0x00000000, 0x00000000, 0x00000000
151, 7, 0x04, "mov x !osr side 0x04 [1]", 0, 0, 1, 0, 1, 0, 0x00, 0xffff7ffa, 0x00000000, 0, 0x00000000, 0, 0x00008005, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffff7ffb, 0x00000000, 0x00000000, 0x00000000
152, 8, 0x05, "delay", 0, 0, 1, 0, 1, 0, 0x00, 0xffff7ffa, 0x00000000, 0, 0x00000000, 0, 0x00008005, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffff7ffb, 0x00000000, 0x00000000, 0x00000000
153, 8, 0x05, "out pins 0x01 side 0x00", 0, 0, 0, 1, 1, 0, 0x00, 0xffff7ffa, 0x00000000, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffff7ffb, 0x00000000, 0x00000000, 0x00000000
154, 9, 0x06, "in x 0x20", 0, 0, 0, 1, 1, 0, 0x00, 0xffff7ffa, 0x00000000, 32, 0xffff7ffa, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffff7ffb, 0x00000000, 0x00000000, 0x00000000
155, 10, 0x07, "push block side 0x05", 1, 0, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0x00000000, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 2, 0xffff7ffb, 0xffff7ffa, 0x00000000, 0x00000000
156, 11, 0x08, "jmp y-- loop_top side 0x00", 0, 0, 0, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 2, 0xffff7ffb, 0xffff7ffa, 0x00000000, 0x00000000
157, 13, 0x09, "in y 0x20 side 0x00", 0, 0, 0, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 32, 0xffffffff, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 2, 0xffff7ffb, 0xffff7ffa, 0x00000000, 0x00000000
158, 14, 0x0a, "push block side 0x00", 0, 0, 0, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 3, 0xffff7ffb, 0xffff7ffa, 0xffffffff, 0x00000000
159, 15, 0x0b, "irq wait 1 side 0x00", 0, 0, 0, 1, 1, 0, 0x02, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 3, 0xffff7ffb, 0xffff7ffa, 0xffffffff, 0x00000000
160, 15, 0x0b, "irq wait 1 side 0x00", 0, 0, 0, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 2, 0xffff7ffa, 0xffffffff, 0x00000000, 0x00000000
161, 16, 0x0c, "wait 0 pin 0x01 side 0x06", 0, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 2, 0xffff7ffa, 0xffffffff, 0x00000000, 0x00000000
162, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
163, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
164, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
165, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
166, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
167, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
168, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
169, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
170, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
171, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
172, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
173, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
174, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
175, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
176, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
177, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
178, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
179, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
180, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
181, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
182, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
183, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
184, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
185, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
186, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
187, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
188, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
189, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 1, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
190, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
191, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 1, 0xffffffff, 0x00000000, 0x00000000, 0x00000000
192, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
193, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
194, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
195, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
196, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
197, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
198, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
199, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
200, 17, 0x0d, "wait 1 pin 0x01 side 0x07", 1, 1, 1, 1, 0, 0, 0x00, 0xffff7ffa, 0xffffffff, 0, 0x00000000, 1, 0x00004002, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0, 0x00000000, 0x00000000, 0x00000000, 0x00000000
